"Seas","Bio_smry","SpawnBio","Recruit_0","retainB_1","retainN_1","deadB_1","deadN_1","F_1","SPRratio","rec_dev","raw_rec_dev","year","model_run","iteration","scenario"
1,2137370000,2119950000,85192400,181328000,23840500,181328000,23840500,0.0873017,0.473498,-0.260484,-0.260484,41,"cod_EM_init",3,"h-1"
1,2047420000,2028760000,292033000,174744000,22354500,174744000,22354500,0.0882188,0.476544,0.981318,0.981318,42,"cod_EM_init",3,"h-1"
1,1961800000,1930720000,37439700,167425000,22385400,167425000,22385400,0.0887965,0.47845,-1.06132,-1.06132,43,"cod_EM_init",3,"h-1"
1,1936700000,1890310000,63130900,169673000,28678800,169673000,28678800,0.0889946,0.479101,-0.533792,-0.533792,44,"cod_EM_init",3,"h-1"
1,1932880000,1920010000,177982000,168561000,25220200,168561000,25220200,0.0880872,0.476109,0.498954,0.498954,45,"cod_EM_init",3,"h-1"
1,1912560000,1891900000,108788000,163795000,22503800,163795000,22503800,0.0876022,0.474499,0.010199,0.010199,46,"cod_EM_init",3,"h-1"
1,1896860000,1863310000,67242200,162330000,24483100,162330000,24483100,0.0872454,0.47331,-0.467223,-0.467223,47,"cod_EM_init",3,"h-1"
1,1886520000,1864270000,105596000,161850000,24051100,161850000,24051100,0.0870794,0.472755,-0.0160286,-0.0160286,48,"cod_EM_init",3,"h-1"
1,1862300000,1844610000,125506000,158898000,21977800,158898000,21977800,0.0871088,0.472854,0.15929,0.15929,49,"cod_EM_init",3,"h-1"
1,3863850000,3835760000,123887000,0,0,0,0,0,0,-0.0501775,-0.0501775,5,"cod_EM_init",3,"h-1"
1,1827200000,1803220000,72297100,155942000,21712000,155942000,21712000,0.0875072,0.474183,-0.386672,-0.386672,50,"cod_EM_init",3,"h-1"
1,1793460000,1769300000,98165000,155270000,22395800,155270000,22395800,0.0885207,0.477541,-0.0760401,-0.0760401,51,"cod_EM_init",3,"h-1"
1,1754200000,1736070000,91062300,152386000,21122800,152386000,21122800,0.0889934,0.479097,-0.14632,-0.14632,52,"cod_EM_init",3,"h-1"
1,1710600000,1689700000,80234500,149613000,20791200,149613000,20791200,0.0897774,0.481662,-0.265899,-0.265899,53,"cod_EM_init",3,"h-1"
1,1664790000,1645320000,124213000,146908000,20436700,146908000,20436700,0.0905949,0.484317,0.178175,0.178175,54,"cod_EM_init",3,"h-1"
1,1618110000,1597690000,92674300,143617000,19962800,143617000,19962800,0.0913371,0.48671,-0.106811,-0.106811,55,"cod_EM_init",3,"h-1"
1,1582740000,1557850000,103994000,142592000,21126600,142592000,21126600,0.0923238,0.489866,0.0153729,0.0153729,56,"cod_EM_init",3,"h-1"
1,1558160000,1536740000,63077700,142016000,21160200,142016000,21160200,0.0931261,0.492411,-0.480784,-0.480784,57,"cod_EM_init",3,"h-1"
1,1539350000,1519030000,102701000,141525000,21140300,141525000,21140300,0.0936954,0.494206,0.00992855,0.00992855,58,"cod_EM_init",3,"h-1"
1,1514760000,1.498e+09,163780000,138581000,19721400,138581000,19721400,0.0935865,0.493863,0.480596,0.480596,59,"cod_EM_init",3,"h-1"
1,3853410000,3825600000,128615000,0,0,0,0,0,0,-0.009485,-0.009485,6,"cod_EM_init",3,"h-1"
1,1493140000,1467390000,62828500,135993000,20236100,135993000,20236100,0.0934014,0.49328,-0.471583,-0.471583,60,"cod_EM_init",3,"h-1"
1,1495510000,1466340000,83248300,138904000,22915800,138904000,22915800,0.0940822,0.49542,-0.189958,-0.189958,61,"cod_EM_init",3,"h-1"
1,1501870000,1485590000,125953000,140169000,21488200,140169000,21488200,0.0944736,0.496644,0.220361,0.220361,62,"cod_EM_init",3,"h-1"
1,1499310000,1478620000,92486600,140438000,20851600,140438000,20851600,0.0954866,0.499791,-0.087132,-0.087132,63,"cod_EM_init",3,"h-1"
1,1497110000,1471980000,90958900,140802000,21893900,140802000,21893900,0.0956642,0.50034,-0.102487,-0.102487,64,"cod_EM_init",3,"h-1"
1,1495900000,1475260000,106642000,140945000,21634500,140945000,21634500,0.0957201,0.500513,0.0559356,0.0559356,65,"cod_EM_init",3,"h-1"
1,1491670000,1470690000,90783400,139967000,21162400,139967000,21162400,0.0955146,0.499878,-0.104165,-0.104165,66,"cod_EM_init",3,"h-1"
1,1487470000,1465160000,114370000,139958000,21418100,139958000,21418100,0.0957344,0.500557,0.12789,0.12789,67,"cod_EM_init",3,"h-1"
1,1482520000,1460960000,105310000,138947000,21131700,138947000,21131700,0.0954332,0.499626,0.0461907,0.0461907,68,"cod_EM_init",3,"h-1"
1,1482470000,1458150000,97803600,138035000,21563200,138035000,21563200,0.0946161,0.497088,-0.0271974,-0.0271974,69,"cod_EM_init",3,"h-1"
1,3840010000,3812130000,108752000,0,0,0,0,0,0,-0.173886,-0.173886,7,"cod_EM_init",3,"h-1"
1,1488690000,1465880000,94641200,136928000,21487200,136928000,21487200,0.0932039,0.492657,-0.0616013,-0.0616013,70,"cod_EM_init",3,"h-1"
1,1497140000,1475720000,290918000,137242000,21288100,137242000,21288100,0.0928872,0.491655,1.05941,1.05941,71,"cod_EM_init",3,"h-1"
1,1513780000,1481210000,51859600,136705000,21935300,136705000,21935300,0.0920726,0.489065,-0.666159,-0.666159,72,"cod_EM_init",3,"h-1"
1,1584750000,1537560000,205381000,144797000,28394700,144797000,28394700,0.0907192,0.484719,0.699563,0.699563,73,"cod_EM_init",3,"h-1"
1,1676470000,1.653e+09,94503700,149021000,25948500,149021000,25948500,0.0882426,0.476623,-0.0964227,-0.0964227,74,"cod_EM_init",3,"h-1"
1,1778540000,1741730000,61004400,154952000,27526400,154952000,27526400,0.0863568,0.470331,-0.54775,-0.54775,75,"cod_EM_init",3,"h-1"
1,1864360000,1844240000,87139800,157732000,25321100,157732000,25321100,0.0840956,0.46264,-0.205499,-0.205499,76,"cod_EM_init",3,"h-1"
1,1904040000,1888510000,135546000,155588000,21983500,155588000,21983500,0.082334,0.456532,0.230536,0.230536,77,"cod_EM_init",3,"h-1"
1,1901280000,1879490000,77810400,151068000,20467500,151068000,20467500,0.0809941,0.451818,-0.323344,-0.323344,78,"cod_EM_init",3,"h-1"
1,1882590000,1856840000,63892300,147747000,20883500,147747000,20883500,0.0799915,0.448251,-0.517479,-0.517479,79,"cod_EM_init",3,"h-1"
1,3824550000,3797170000,154397000,0,0,0,0,0,0,0.179985,0.179985,8,"cod_EM_init",3,"h-1"
1,1851650000,1834630000,98016000,143722000,19508200,143722000,19508200,0.0791835,0.445351,-0.0866014,-0.0866014,80,"cod_EM_init",3,"h-1"
1,1803880000,1787530000,116089000,138723000,17917900,138723000,17917900,0.0789457,0.444493,0.0890875,0.0890875,81,"cod_EM_init",3,"h-1"
1,1750840000,1728590000,103179000,134467000,17911700,134467000,17911700,0.0790263,0.444784,-0.0202909,-0.0202909,82,"cod_EM_init",3,"h-1"
1,1709040000,1684500000,165862000,131723000,18657000,131723000,18657000,0.0789617,0.444551,0.46111,0.46111,83,"cod_EM_init",3,"h-1"
1,1686730000,1660110000,77852300,129635000,19109400,129635000,19109400,0.0784834,0.44282,-0.291388,-0.291388,84,"cod_EM_init",3,"h-1"
1,1695750000,1665270000,82970400,131489000,21053900,131489000,21053900,0.0782818,0.442088,-0.22854,-0.22854,85,"cod_EM_init",3,"h-1"
1,1714660000,1696100000,225439000,132456000,19989300,132456000,19989300,0.077816,0.440392,0.76621,0.76621,86,"cod_EM_init",3,"h-1"
1,1731040000,1704230000,208288000,131564000,19444500,131564000,19444500,0.0771874,0.43809,0.685837,0.685837,87,"cod_EM_init",3,"h-1"
1,1782610000,1735830000,112837000,136037000,23612800,136037000,23612800,0.0767326,0.436416,0.0681133,0.0681133,88,"cod_EM_init",3,"h-1"
1,1883750000,1843470000,65443500,144388000,26420400,144388000,26420400,0.0757886,0.432918,-0.491724,-0.491724,89,"cod_EM_init",3,"h-1"
1,3805600000,3778400000,101211000,0,0,0,0,0,0,-0.23878,-0.23878,9,"cod_EM_init",3,"h-1"
1,1994060000,1970760000,89332500,150269000,24950800,150269000,24950800,0.0744336,0.427841,-0.196501,-0.196501,90,"cod_EM_init",3,"h-1"
1,2066270000,2049690000,136733000,151592000,21929500,151592000,21929500,0.0733833,0.423859,0.220151,0.220151,91,"cod_EM_init",3,"h-1"
1,2090420000,2068150000,98712100,149632000,20330500,149632000,20330500,0.0725162,0.420541,-0.10769,-0.10769,92,"cod_EM_init",3,"h-1"
1,2088750000,2061520000,79964300,147414000,20511300,147414000,20511300,0.0716925,0.417363,-0.317595,-0.317595,93,"cod_EM_init",3,"h-1"
1,2071380000,2050280000,116451000,144066000,19618400,144066000,19618400,0.0707148,0.413557,0.0595257,0.0595257,94,"cod_EM_init",3,"h-1"
1,2038680000,2018590000,82950800,139631000,18340100,139631000,18340100,0.069955,0.410574,-0.276155,-0.276155,95,"cod_EM_init",3,"h-1"
1,2000630000,1977400000,89559100,136395000,18276400,136395000,18276400,0.069647,0.409358,-0.194751,-0.194751,96,"cod_EM_init",3,"h-1"
1,1957930000,1938830000,159200000,131416000,17295300,131416000,17295300,0.0685941,0.405175,0.38512,0.38512,97,"cod_EM_init",3,"h-1"
1,1916810000,1892960000,190290000,127005000,16912800,127005000,16912800,0.0678901,0.402353,0.569209,0.569209,98,"cod_EM_init",3,"h-1"
1,1903090000,1867040000,96414300,126234000,18843500,126234000,18843500,0.0675712,0.401068,-0.107356,-0.107356,99,"cod_EM_init",3,"h-1"
1,3908900000,3878720000,131402000,0,0,0,0,0,NA,-0.018531,-0.018531,1,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3844070000,3812230000,144733000,0,0,0,0,0,NA,0.104019,0.104019,10,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2522320000,2482710000,177004000,127710000,19522300,127710000,19522300,0.0508858,NA,0.279384,0.279384,100,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2564720000,2534280000,134496000,199326000,29284400,199326000,29284400,0.0790804,NA,0.00474632,0.00474632,101,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2550040000,2514040000,252133000,196560000,29567000,196560000,29567000,0.0781927,NA,0.633168,0.633168,102,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2547050000,2508820000,259885000,193191000,28486000,193191000,28486000,0.0771633,NA,0.663448,0.663448,103,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2583780000,2528330000,101689000,189299000,31326300,189299000,31326300,0.0738392,NA,-0.274867,-0.274867,104,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2673520000,2626090000,115579000,185451000,31903400,185451000,31903400,0.0688845,NA,-0.146835,-0.146835,105,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2767480000,2741890000,111056000,181951000,28059300,181951000,28059300,0.0654372,NA,-0.186755,-0.186755,106,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3834630000,3807700000,119051000,0,0,0,0,0,NA,-0.0884406,-0.0884406,11,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3827080000,3796620000,138196000,0,0,0,0,0,NA,0.0635641,0.0635641,12,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3819920000,3791510000,168556000,0,0,0,0,0,NA,0.26504,0.26504,13,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3817390000,3784470000,118016000,0,0,0,0,0,NA,-0.0885266,-0.0885266,14,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3828430000,3794190000,98736200,0,0,0,0,0,NA,-0.264018,-0.264018,15,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3843420000,3817440000,103617000,0,0,0,0,0,NA,-0.212885,-0.212885,16,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3844980000,3822090000,165577000,0,0,0,0,0,NA,0.258727,0.258727,17,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3828770000,3801370000,175493000,0,0,0,0,0,NA,0.319772,0.319772,18,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3815280000,3778130000,146706000,0,0,0,0,0,NA,0.143479,0.143479,19,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3908730000,3878720000,130579000,0,0,0,0,0,NA,-0.0219284,-0.0219284,2,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3824210000,3786750000,107650000,0,0,0,0,0,NA,-0.163182,-0.163182,20,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3852700000,3821840000,157640000,0,0,0,0,0,NA,0.221125,0.221125,21,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3883150000,3855030000,164367000,0,0,0,0,0,NA,0.265791,0.265791,22,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3914780000,3879420000,184089000,0,0,0,0,0,NA,0.381988,0.381988,23,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3956050000,3917840000,211545000,0,0,0,0,0,NA,0.523888,0.523888,24,"cod_SR_BH_steep_1_OM",3,"h-1"
1,4018620000,3975590000,97966700,0,0,0,0,0,NA,-0.243042,-0.243042,25,"cod_SR_BH_steep_1_OM",3,"h-1"
1,4106710000,4066900000,141858000,313240000,40392200,313240000,40392200,0.078914,NA,0.130037,0.130037,26,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3878360000,3852190000,124873000,297337000,36185500,297337000,36185500,0.079508,NA,0.00250748,0.00250748,27,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3648540000,3618430000,207629000,280706000,33830800,280706000,33830800,0.0799812,NA,0.510961,0.510961,28,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3425900000,3392410000,154814000,264545000,32148400,264545000,32148400,0.0804819,NA,0.217437,0.217437,29,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3907590000,3877990000,129652000,0,0,0,0,0,NA,-0.0261771,-0.0261771,3,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3238570000,3196720000,147268000,252509000,33420400,252509000,33420400,0.0808351,NA,0.167463,0.167463,30,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3089720000,3055100000,106678000,243741000,32979700,243741000,32979700,0.0814032,NA,-0.154978,-0.154978,31,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2964300000,2933980000,161806000,236189000,31917400,236189000,31917400,0.0820015,NA,0.26161,0.26161,32,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2844700000,2816760000,178587000,227529000,29906400,227529000,29906400,0.0825156,NA,0.360287,0.360287,33,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2738820000,2702250000,154189000,220572000,30300800,220572000,30300800,0.0830163,NA,0.213389,0.213389,34,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2659970000,2621990000,59048100,215711000,31248100,215711000,31248100,0.083136,NA,-0.746437,-0.746437,35,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2599420000,2571020000,196862000,210975000,30455600,210975000,30455600,0.0827515,NA,0.457712,0.457712,36,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2530040000,2506600000,65142800,203134000,27047100,203134000,27047100,0.0824893,NA,-0.648208,-0.648208,37,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2465010000,2431360000,178509000,198280000,28269100,198280000,28269100,0.0822789,NA,0.359847,0.359847,38,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2395470000,2371970000,75447300,191343000,25742900,191343000,25742900,0.0820703,NA,-0.501355,-0.501355,39,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3904610000,3875220000,128601000,0,0,0,0,0,NA,-0.031437,-0.031437,4,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2333400000,2301640000,91982800,187276000,26749700,187276000,26749700,0.0821185,NA,-0.303188,-0.303188,40,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2266600000,2247510000,91045000,181328000,24398400,181328000,24398400,0.0819947,NA,-0.313435,-0.313435,41,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2186950000,2166610000,308961000,174744000,22821800,174744000,22821800,0.0822448,NA,0.908426,0.908426,42,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2111260000,2076590000,40679500,167425000,22820000,167425000,22820000,0.082194,NA,-1.11907,-1.11907,43,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2095770000,2047180000,74015000,169673000,29085400,169673000,29085400,0.081801,NA,-0.520522,-0.520522,44,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2098830000,2084480000,194057000,168561000,25291500,168561000,25291500,0.080982,NA,0.443364,0.443364,45,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2086410000,2062160000,122961000,163795000,22881300,163795000,22881300,0.0800795,NA,-0.0129218,-0.0129218,46,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2081790000,2044640000,75706100,162330000,24999800,162330000,24999800,0.0791177,NA,-0.497931,-0.497931,47,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2084310000,2059220000,117848000,161850000,24488200,161850000,24488200,0.0784599,NA,-0.0553968,-0.0553968,48,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2073230000,2052910000,143297000,158898000,22345100,158898000,22345100,0.0778962,NA,0.140128,0.140128,49,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3899270000,3870100000,127425000,0,0,0,0,0,NA,-0.0377435,-0.0377435,5,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2051630000,2024120000,81799000,155942000,22102700,155942000,22102700,0.0775321,NA,-0.420524,-0.420524,50,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2032050000,2004460000,109221000,155270000,22794400,155270000,22794400,0.0776647,NA,-0.131414,-0.131414,51,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2006180000,1985380000,100979000,152386000,21372800,152386000,21372800,0.0773879,NA,-0.209875,-0.209875,52,"cod_SR_BH_steep_1_OM",3,"h-1"
1,1974220000,1950660000,94952900,149613000,20936400,149613000,20936400,0.077344,NA,-0.271409,-0.271409,53,"cod_SR_BH_steep_1_OM",3,"h-1"
1,1937760000,1915530000,146296000,146908000,20464700,146908000,20464700,0.0774304,NA,0.160844,0.160844,54,"cod_SR_BH_steep_1_OM",3,"h-1"
1,1900400000,1875740000,121362000,143617000,20099200,143617000,20099200,0.0773556,NA,-0.0260136,-0.0260136,55,"cod_SR_BH_steep_1_OM",3,"h-1"
1,1878120000,1847730000,122776000,142592000,21423300,142592000,21423300,0.0773066,NA,-0.014429,-0.014429,56,"cod_SR_BH_steep_1_OM",3,"h-1"
1,1873340000,1845890000,71222400,142016000,21706800,142016000,21706800,0.0768299,NA,-0.558982,-0.558982,57,"cod_SR_BH_steep_1_OM",3,"h-1"
1,1878170000,1854150000,117724000,141525000,21478500,141525000,21478500,0.0760842,NA,-0.056448,-0.056448,58,"cod_SR_BH_steep_1_OM",3,"h-1"
1,1.875e+09,1855400000,217667000,138581000,19722500,138581000,19722500,0.0749876,NA,0.558176,0.558176,59,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3891280000,3862360000,132522000,0,0,0,0,0,NA,0.00436036,0.00436036,6,"cod_SR_BH_steep_1_OM",3,"h-1"
1,1873480000,1841140000,84240800,135993000,20156200,135993000,20156200,0.0739207,NA,-0.39111,-0.39111,60,"cod_SR_BH_steep_1_OM",3,"h-1"
1,1903770000,1865220000,106415000,138904000,23306500,138904000,23306500,0.0732082,NA,-0.157445,-0.157445,61,"cod_SR_BH_steep_1_OM",3,"h-1"
1,1944570000,1922750000,150287000,140169000,21831100,140169000,21831100,0.0722429,NA,0.187754,0.187754,62,"cod_SR_BH_steep_1_OM",3,"h-1"
1,1978420000,1951920000,112075000,140438000,21056100,140438000,21056100,0.0715417,NA,-0.105618,-0.105618,63,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2010280000,1979780000,121147000,140802000,21622800,140802000,21622800,0.0704877,NA,-0.0277885,-0.0277885,64,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2038120000,2012050000,146819000,140945000,21112800,140945000,21112800,0.0696644,NA,0.164411,0.164411,65,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2061260000,2032580000,106302000,139967000,20822100,139967000,20822100,0.0685405,NA,-0.15851,-0.15851,66,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2086640000,2056820000,143514000,139958000,21199800,139958000,21199800,0.0675416,NA,0.141645,0.141645,67,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2109500000,2082810000,130525000,138947000,20471200,138947000,20471200,0.0664462,NA,0.0467731,0.0467731,68,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2133950000,2103160000,135531000,138035000,20670300,138035000,20670300,0.065198,NA,0.0844144,0.0844144,69,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3880970000,3851890000,112077000,0,0,0,0,0,NA,-0.160321,-0.160321,7,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2162010000,2132370000,114317000,136928000,20482900,136928000,20482900,0.0637715,NA,-0.0858098,-0.0858098,70,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2192530000,2163680000,342934000,137242000,20476200,137242000,20476200,0.0629725,NA,1.01275,1.01275,71,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2232210000,2191330000,61980700,136705000,20744900,136705000,20744900,0.0619662,NA,-0.697967,-0.697967,72,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2328620000,2273270000,239841000,144797000,26091400,144797000,26091400,0.0615522,NA,0.655186,0.655186,73,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2442840000,2413970000,120475000,149021000,23898400,149021000,23898400,0.0605968,NA,-0.0333454,-0.0333454,74,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2565120000,2521300000,63860700,154952000,25431800,154952000,25431800,0.0598964,NA,-0.668085,-0.668085,75,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2665900000,2641320000,104629000,157732000,23672700,157732000,23672700,0.0588316,NA,-0.174372,-0.174372,76,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2709480000,2691690000,156800000,155588000,20551600,155588000,20551600,0.0578191,NA,0.23018,0.23018,77,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2699670000,2673260000,89447200,151068000,19206900,151068000,19206900,0.056925,NA,-0.331141,-0.331141,78,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2665900000,2635930000,75355500,147747000,19452600,147747000,19452600,0.0563945,NA,-0.502573,-0.502573,79,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3.869e+09,3840540000,160199000,0,0,0,0,0,NA,0.199786,0.199786,8,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2612740000,2592860000,113027000,143722000,18133200,143722000,18133200,0.0560919,NA,-0.0971626,-0.0971626,80,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2537740000,2518150000,131856000,138723000,16734700,138723000,16734700,0.0560622,NA,0.0569238,0.0569238,81,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2455340000,2429260000,121682000,134467000,16686100,134467000,16686100,0.0562751,NA,-0.0233769,-0.0233769,82,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2384450000,2355880000,189750000,131723000,17274100,131723000,17274100,0.0565825,NA,0.420916,0.420916,83,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2336650000,2304820000,93022500,129635000,17758700,129635000,17758700,0.0566759,NA,-0.291948,-0.291948,84,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2325880000,2290630000,94350900,131489000,19574000,131489000,19574000,0.0571465,NA,-0.277768,-0.277768,85,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2328990000,2306940000,266287000,132456000,18745300,132456000,18745300,0.0573876,NA,0.759787,0.759787,86,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2333870000,2301360000,244394000,131564000,18365300,131564000,18365300,0.0572718,NA,0.673993,0.673993,87,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2383990000,2.328e+09,129878000,136037000,22440600,136037000,22440600,0.0573426,NA,0.0418089,0.0418089,88,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2494230000,2446980000,82997600,144388000,25165600,144388000,25165600,0.057271,NA,-0.405977,-0.405977,89,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3854120000,3825420000,104679000,0,0,0,0,0,NA,-0.222849,-0.222849,9,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2617770000,2590350000,108783000,150269000,23883900,150269000,23883900,0.0567604,NA,-0.135436,-0.135436,90,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2702300000,2681310000,160989000,151592000,21298700,151592000,21298700,0.0560709,NA,0.256544,0.256544,91,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2736050000,2708530000,117305000,149632000,19905600,149632000,19905600,0.0552412,NA,-0.06001,-0.06001,92,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2740810000,2708330000,91272400,147414000,20002400,147414000,20002400,0.0544365,NA,-0.310941,-0.310941,93,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2725200000,2700150000,135776000,144066000,19041000,144066000,19041000,0.0535795,NA,0.086216,0.086216,94,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2688400000,2664660000,97978100,139631000,17708800,139631000,17708800,0.052903,NA,-0.240046,-0.240046,95,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2641660000,2614270000,105713000,136395000,17595400,136395000,17595400,0.0526143,NA,-0.164066,-0.164066,96,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2586810000,2563930000,175583000,131416000,16635600,131416000,16635600,0.0518222,NA,0.343324,0.343324,97,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2532210000,2503990000,207074000,127005000,16245300,127005000,16245300,0.051282,NA,0.508288,0.508288,98,"cod_SR_BH_steep_1_OM",3,"h-1"
1,2504810000,2464300000,111372000,126234000,17818800,126234000,17818800,0.0512817,NA,-0.111915,-0.111915,99,"cod_SR_BH_steep_1_OM",3,"h-1"
1,3949150000,3922920000,125843000,0,0,0,0,0,0,-0.0128965,-0.0128965,1,"cod_EM_103",4,"h-1"
1,3896890000,3868590000,139250000,0,0,0,0,0,0,0.116148,0.116148,10,"cod_EM_103",4,"h-1"
1,2241090000,2206630000,113939000,127710000,19677000,127710000,19677000,0.0566639,0.351822,-0.0126885,-0.0126885,100,"cod_EM_103",4,"h-1"
1,2316770000,2295630000,116372000,234649000,33401600,234649000,33401600,0.10304,0.519245,0,0,101,"cod_EM_103",4,"h-1"
1,2273610000,2250430000,115883000,229199000,31357100,229199000,31357100,0.103061,0,-1.11022e-16,0,102,"cod_EM_103",4,"h-1"
1,2215090000,2191480000,115222000,222588000,30067400,222588000,30067400,0.103065,0,0,0,103,"cod_EM_103",4,"h-1"
1,2147790000,2124270000,114433000,215424000,29094200,215424000,29094200,0.103035,0,0,0,104,"cod_EM_103",4,"h-1"
1,2079110000,2055720000,113588000,208481000,28343300,208481000,28343300,0.103035,0,-1.11022e-16,0,105,"cod_EM_103",4,"h-1"
1,2014120000,1990890000,112748000,202093000,27742200,202093000,27742200,0.103035,0,0,0,106,"cod_EM_103",4,"h-1"
1,3890420000,3867050000,114261000,0,0,0,0,0,0,-0.0787029,-0.0787029,11,"cod_EM_103",4,"h-1"
1,3885710000,3858820000,132498000,0,0,0,0,0,0,0.0725485,0.0725485,12,"cod_EM_103",4,"h-1"
1,3881020000,3856260000,161265000,0,0,0,0,0,0,0.272,0.272,13,"cod_EM_103",4,"h-1"
1,3879920000,3851230000,112377000,0,0,0,0,0,0,-0.0861259,-0.0861259,14,"cod_EM_103",4,"h-1"
1,3893050000,3862910000,93692800,0,0,0,0,0,0,-0.265501,-0.265501,15,"cod_EM_103",4,"h-1"
1,3910760000,3888180000,97999200,0,0,0,0,0,0,-0.21857,-0.21857,16,"cod_EM_103",4,"h-1"
1,3913060000,3893300000,155299000,0,0,0,0,0,0,0.244522,0.244522,17,"cod_EM_103",4,"h-1"
