"SSB_Unfished","Totbio_Unfished","SmryBio_Unfished","Recr_Unfished","SSB_Btgt","SPR_Btgt","F_Btgt","TotYield_Btgt","SSB_SPR","F_SPR","TotYield_SPR","SSB_MSY","SPR_MSY","F_MSY","TotYield_MSY","Ret_Catch_MSY","max_grad","depletion","alt_sigma_r","last_yr_early","first_yr_full","last_yr_full","first_yr_recent","max_bias_adj","params_on_bound","params_stuck_low","params_stuck_high","NatM_p_1_Fem_GP_1","L_at_Amin_Fem_GP_1","L_at_Amax_Fem_GP_1","VonBert_K_Fem_GP_1","CV_young_Fem_GP_1","CV_old_Fem_GP_1","Wtlen_1_Fem_GP_1","Wtlen_2_Fem_GP_1","Mat50._Fem_GP_1","Mat_slope_Fem_GP_1","Eggs.kg_inter_Fem_GP_1","Eggs.kg_slope_wt_Fem_GP_1","RecrDist_GP_1","RecrDist_Area_1","RecrDist_month_1","CohortGrowDev","FracFemale_GP_1","SR_LN_R0","SR_BH_steep","SR_sigmaR","SR_regime","SR_autocorr","Late_RecrDev_101","Late_RecrDev_102","Late_RecrDev_103","ForeRecr_104","ForeRecr_105","ForeRecr_106","Impl_err_104","Impl_err_105","Impl_err_106","LnQ_base_Survey_2","Size_DblN_peak_Fishery_1","Size_DblN_top_logit_Fishery_1","Size_DblN_ascend_se_Fishery_1","Size_DblN_descend_se_Fishery_1","Size_DblN_start_logit_Fishery_1","Size_DblN_end_logit_Fishery_1","Size_DblN_peak_Survey_2","Size_DblN_top_logit_Survey_2","Size_DblN_ascend_se_Survey_2","Size_DblN_descend_se_Survey_2","Size_DblN_start_logit_Survey_2","Size_DblN_end_logit_Survey_2","minage.sel.1_Fishery_1","maxage.sel.1_Fishery_1","minage.sel.1_Survey_2","maxage.sel.1_Survey_2","Catch_endyear","NLL_TOTAL","NLL_Catch","NLL_Equil_catch","NLL_Survey","NLL_Length_comp","NLL_Age_comp","NLL_Recruitment","NLL_InitEQ_Regime","NLL_Forecast_Recruitment","NLL_Parm_priors","NLL_Parm_softbounds","NLL_Parm_devs","NLL_Crash_Pen","Curr_Var_Adj_lcomp_flt_1_Fishery","Curr_Var_Adj_agecomp_flt_2_Survey","version","RunTime","model_run","hessian","Niterations","ForeRecr_101","ForeRecr_102","ForeRecr_103","Impl_err_101","Impl_err_102","Impl_err_103","Late_RecrDev_104","Late_RecrDev_105","Late_RecrDev_106","ForeRecr_107","Impl_err_107","iteration","scenario"
3878510000,3910070000,3908680000,133853000,1551400000,0.480769,0.0993756,156635000,1413500000,0.110035,158185000,1413500000,0.45,0.110035,158185000,158185000,NA,0.447104687109225,NA,1,26,99,100,0.9,NA,NA,NA,0.2,20.4942,127.644,0.20398,0.0825782,0.127398,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7123,0.65,0.4,0,0,0.118377,-0.220965,-0.223952,NA,NA,NA,NA,NA,NA,0.0207711,52.7943,-3,5.27531,15,-999,999,44.2094,-4,5.44709,14,-99,99,0,25,0,25,184815000,366.797,2.00974e-06,0,-18.5834,256.328,157.775,-31.0642,0,2.09076,0,0.000930803,0,0,1,1,"3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2",0.0166666666666667,"cod_OM",FALSE,1,NA,NA,NA,NA,NA,NA,-0.461777,-0.16108,0.562908,0,0,2,"h-ctl"
3719860000,3748540000,3747210000,129218000,1487950000,0.480769,0.101547,153376000,1355680000,0.11245,154900000,1355680000,0.45,0.11245,154900000,154900000,0.0678943,0.430612980058389,0.359831610112245,1,26,99,100,0.9,NA,NA,NA,0.2,19.728,122.378,0.228893,0.0738289,0.159653,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.677,0.65,0.4,0,0,0,0,0,0,0,0,0,0,0,0.0456221,46.3378,-3,4.53112,15,-999,999,50.2609,-4,8.68563,14,-99,99,0,25,0,25,165852000,430.473,1.79164e-15,0,-19.7817,324.539,156.578,-30.8634,0,0,0,0.000790306,0,0,1,1,"3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2",0.85,"cod_EM_103",FALSE,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"h-ctl"
3719870000,3748550000,3747220000,129218000,1487950000,0.480769,0.101547,153376000,1355690000,0.11245,154900000,1355690000,0.45,0.11245,154900000,154900000,0.0329496,0.442370297886754,0.359831406216502,1,26,99,100,0.9,NA,NA,NA,0.2,19.7282,122.378,0.228892,0.0738277,0.159652,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.677,0.65,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0456194,46.3375,-3,4.53106,15,-999,999,50.2591,-4,8.68217,14,-99,99,0,25,0,25,127710000,430.473,1.45729e-15,0,-19.7817,324.539,156.578,-30.8635,7.80002e-31,0,0,0.000790527,0,0,1,1,"3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2",0.8,"cod_EM_init",FALSE,405,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,"h-ctl"
3878510000,3910070000,3908680000,133853000,1551400000,0.480769,0.0993756,156635000,1413500000,0.110035,158185000,1413500000,0.45,0.110035,158185000,158185000,NA,0.530763102325377,NA,1,26,99,100,0.9,NA,NA,NA,0.2,20.4942,127.644,0.20398,0.0825782,0.127398,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7123,0.65,0.4,0,0,0.144819,0.220406,-0.421699,NA,NA,NA,NA,NA,NA,0.0207711,52.7943,-3,5.27531,15,-999,999,44.2094,-4,5.44709,14,-99,99,0,25,0,25,161771000,366.797,1.86316e-06,0,-18.5834,256.328,157.775,-31.0642,0,2.09076,0,0.000930803,0,0,1,1,"3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2",0.0166666666666667,"cod_OM",FALSE,1,NA,NA,NA,NA,NA,NA,0.370319,-0.490331,-0.210003,0,0,3,"h-ctl"
3773230000,3.804e+09,3802610000,132191000,1509290000,0.480769,0.100935,154775000,1375130000,0.111784,156339000,1375130000,0.45,0.111784,156339000,156339000,0.0211041,0.449858609202195,0.363476859954155,1,26,99,100,0.9,NA,NA,NA,0.2,20.344,125.731,0.210641,0.0922368,0.126278,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6998,0.65,0.4,0,0,0,0,0,0,0,0,0,0,0,0.00152936,53.6777,-3,5.35028,15,-999,999,45.3378,-4,5.59018,14,-99,99,0,25,0,25,175473000,428.527,3.13064e-15,0,-20.864,323.15,156.288,-30.0477,0,0,0,0.000876656,0,0,1,1,"3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2",0.816666666666667,"cod_EM_103",FALSE,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"h-ctl"
3773240000,3804010000,3802620000,132191000,1509300000,0.480769,0.100934,154775000,1375140000,0.111784,156339000,1375140000,0.45,0.111784,156339000,156339000,0.063865,0.470953345135745,0.363471418517564,1,26,99,100,0.9,NA,NA,NA,0.2,20.3442,125.732,0.210638,0.0922366,0.126276,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6998,0.65,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00153645,53.6778,-3,5.35029,15,-999,999,45.3373,-4,5.58996,14,-99,99,0,25,0,25,127710000,428.527,2.84022e-15,0,-20.8639,323.15,156.289,-30.0489,7.80002e-31,0,0,0.000876691,0,0,1,1,"3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2",0.733333333333333,"cod_EM_init",FALSE,375,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,"h-ctl"
3878510000,3910070000,3908680000,133853000,1551400000,0.480769,0.0993756,156635000,1413500000,0.110035,158185000,1413500000,0.45,0.110035,158185000,158185000,NA,0.524322484665503,NA,1,26,99,100,0.9,NA,NA,NA,0.2,20.4942,127.644,0.20398,0.0825782,0.127398,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7123,0.65,0.4,0,0,0.210955,-0.0469018,0.103955,NA,NA,NA,NA,NA,NA,0.0207711,52.7943,-3,5.27531,15,-999,999,44.2094,-4,5.44709,14,-99,99,0,25,0,25,168331000,366.797,1.86208e-06,0,-18.5834,256.328,157.775,-31.0642,0,2.09076,0,0.000930803,0,0,1,1,"3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2",0.0166666666666667,"cod_OM",FALSE,1,NA,NA,NA,NA,NA,NA,0.316067,-0.342736,-0.627829,0,0,4,"h-ctl"
3958880000,3990310000,3988870000,138645000,1583550000,0.480769,0.101164,162691000,1442790000,0.11203,164320000,1442790000,0.45,0.11203,164320000,164320000,0.00396885,0.555093864931496,0.362232423518757,1,26,99,100,0.9,NA,NA,NA,0.2,19.696,124.513,0.218982,0.0831696,0.127576,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7474,0.65,0.4,0,0,0,0,0,0,0,0,0,0,0,-0.0926605,50.7093,-3,5.05552,15,-999,999,46.6965,-4,6.82259,14,-99,99,0,25,0,25,230202000,396.477,1.63391e-15,0,-17.9812,288.158,156.626,-30.3271,0,0,0,0.000797951,0,0,1,1,"3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2",0.833333333333333,"cod_EM_103",FALSE,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"h-ctl"
3958890000,3990320000,3988880000,138645000,1583550000,0.480769,0.101163,162691000,1442790000,0.11203,164320000,1442790000,0.45,0.11203,164320000,164320000,0.0586458,0.613376476739692,0.362232059348465,1,26,99,100,0.9,NA,NA,NA,0.2,19.6961,124.513,0.21898,0.0831697,0.127575,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7474,0.65,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.092662,50.7094,-3,5.05553,15,-999,999,46.6955,-4,6.82202,14,-99,99,0,25,0,25,127710000,396.477,1.3174e-15,0,-17.9812,288.158,156.626,-30.3272,0,0,0,0.000798012,0,0,1,1,"3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2",0.783333333333333,"cod_EM_init",FALSE,389,0,0,0,0,0,0,NA,NA,NA,NA,NA,5,"h-ctl"
3878510000,3910070000,3908680000,133853000,1551400000,0.480769,0.0993756,156635000,1413500000,0.110035,158185000,1413500000,0.45,0.110035,158185000,158185000,NA,0.413981142242768,NA,1,26,99,100,0.9,NA,NA,NA,0.2,20.4942,127.644,0.20398,0.0825782,0.127398,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7123,0.65,0.4,0,0,-0.600011,0.453252,-0.254559,NA,NA,NA,NA,NA,NA,0.0207711,52.7943,-3,5.27531,15,-999,999,44.2094,-4,5.44709,14,-99,99,0,25,0,25,206314000,366.797,2.15731e-06,0,-18.5834,256.328,157.775,-31.0642,0,2.09076,0,0.000930803,0,0,1,1,"3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2",0,"cod_OM",FALSE,1,NA,NA,NA,NA,NA,NA,0.0865494,0.0839938,-0.155715,0,0,5,"h-ctl"
